Activity,Health Goal,Duration (minutes),Calories Burned,Satisfaction Score,Frequency Per Week,Equipment Required,Intensity Level,Age Group,Cost (USD),Benefits,User Feedback,Workout Type
Yoga,Cardiovascular Fitness,73,331,4,6,None,High,Seniors,37,Promotes mental clarity,I did not enjoy Yoga.,Balance
Dance,Mental Clarity,107,242,1,7,"Mat, Reformer",High,Seniors,50,Enhances muscle strength,I did not enjoy Dance.,Balance
Rock Climbing,Overall Fitness,28,436,10,5,Weights,High,Teens,12,Enhances endurance,Rock Climbing was very satisfying!,Flexibility
Running,Flexibility,113,563,9,2,None,High,Seniors,35,Promotes mental clarity,Running was very satisfying!,Strength
Pilates,Overall Fitness,20,564,9,7,Weights,Medium,Adults,41,Promotes mental clarity,Pilates was very satisfying!,Flexibility
Dance,Weight Loss,73,349,8,3,Bicycle,Medium,Adults,23,Improves cardiovascular health,Dance was very satisfying!,Aerobic
Pilates,Weight Loss,100,476,5,2,Swimming Costume,Low,Adults,17,Aids in weight loss,I did not enjoy Pilates.,Mixed
Pilates,Overall Fitness,102,340,1,5,Climbing Gear,Low,Teens,41,Enhances muscle strength,I did not enjoy Pilates.,Strength
Zumba,Muscle Gain,85,515,7,4,Swimming Costume,High,Seniors,39,Enhances muscle strength,Zumba was very satisfying!,Flexibility
Meditation,Cardiovascular Fitness,109,419,5,5,None,High,Teens,48,Boosts flexibility,I did not enjoy Meditation.,Mixed
Pilates,Overall Fitness,94,422,3,5,Bicycle,Medium,Adults,41,Increases balance,I did not enjoy Pilates.,Balance
Meditation,Overall Fitness,29,157,7,5,None,Medium,Teens,30,Aids in weight loss,Meditation was very satisfying!,Strength
Weight Lifting,Muscle Gain,60,337,5,6,None,Low,Adults,22,Aids in weight loss,I did not enjoy Weight Lifting.,Strength
Zumba,Mental Clarity,68,473,8,4,Swimming Costume,Low,Seniors,7,Enhances endurance,Zumba was very satisfying!,Balance
Swimming,Cardiovascular Fitness,38,157,5,3,Boxing Gloves,Low,Adults,32,Promotes mental clarity,I did not enjoy Swimming.,Balance
Yoga,Muscle Gain,106,188,6,5,Weights,Medium,Adults,1,Enhances endurance,Yoga was very satisfying!,Strength
Dance,Mental Clarity,82,306,2,3,Bicycle,High,Adults,28,Enhances muscle strength,I did not enjoy Dance.,Mixed
Pilates,Overall Fitness,92,440,10,4,Bicycle,Low,Teens,49,Improves mood,Pilates was very satisfying!,Flexibility
Running,Muscle Gain,42,379,5,5,Weights,High,Teens,17,Promotes mental clarity,I did not enjoy Running.,Strength
Running,Flexibility,102,498,6,6,Bicycle,Medium,Seniors,18,Improves mood,Running was very satisfying!,Flexibility
Zumba,Muscle Gain,98,225,7,5,Climbing Gear,Low,Teens,36,Promotes mental clarity,Zumba was very satisfying!,Balance
Weight Lifting,Flexibility,110,517,1,4,Climbing Gear,Low,Seniors,45,Improves cardiovascular health,I did not enjoy Weight Lifting.,Flexibility
Rock Climbing,Flexibility,102,576,5,7,Bicycle,High,Adults,36,Aids in weight loss,I did not enjoy Rock Climbing.,Strength
Rock Climbing,Cardiovascular Fitness,56,172,9,1,"Mat, Reformer",Low,Teens,35,Increases balance,Rock Climbing was very satisfying!,Flexibility
Walking,Weight Loss,87,362,7,5,None,Medium,Adults,17,Promotes mental clarity,Walking was very satisfying!,Aerobic
HIIT,Muscle Gain,46,209,6,6,"Mat, Reformer",High,Seniors,18,Enhances muscle strength,HIIT was very satisfying!,Balance
Cycling,Mental Clarity,36,387,8,3,Bicycle,Low,Teens,43,Aids in weight loss,Cycling was very satisfying!,Mixed
Yoga,Mental Clarity,39,554,6,5,Boxing Gloves,Low,Teens,31,Enhances muscle strength,Yoga was very satisfying!,Mixed
Swimming,Muscle Gain,27,164,10,1,"Mat, Reformer",Low,Teens,21,Increases balance,Swimming was very satisfying!,Flexibility
Dance,Overall Fitness,112,181,4,5,Climbing Gear,Low,Seniors,0,Boosts flexibility,I did not enjoy Dance.,Balance
HIIT,Overall Fitness,34,336,7,3,Climbing Gear,High,Adults,40,Aids in weight loss,HIIT was very satisfying!,Strength
Rock Climbing,Cardiovascular Fitness,71,359,6,7,Climbing Gear,Medium,Seniors,42,Enhances muscle strength,Rock Climbing was very satisfying!,Mixed
Yoga,Weight Loss,33,593,2,6,Boxing Gloves,Low,Seniors,47,Improves cardiovascular health,I did not enjoy Yoga.,Flexibility
Meditation,Muscle Gain,29,284,4,1,None,Medium,Adults,22,Aids in weight loss,I did not enjoy Meditation.,Strength
HIIT,Cardiovascular Fitness,63,296,9,5,Weights,Medium,Seniors,42,Enhances muscle strength,HIIT was very satisfying!,Strength
Walking,Mental Clarity,33,551,5,2,None,Low,Seniors,0,Boosts flexibility,I did not enjoy Walking.,Flexibility
Yoga,Flexibility,29,368,5,3,Yoga Mat,Low,Teens,38,Improves mood,I did not enjoy Yoga.,Balance
Kickboxing,Weight Loss,118,410,2,1,Swimming Costume,High,Teens,31,Increases balance,I did not enjoy Kickboxing.,Strength
Swimming,Mental Clarity,89,161,10,7,Boxing Gloves,High,Teens,47,Enhances muscle strength,Swimming was very satisfying!,Balance
Yoga,Cardiovascular Fitness,103,514,1,5,Climbing Gear,Medium,Seniors,43,Increases balance,I did not enjoy Yoga.,Mixed
Kickboxing,Overall Fitness,113,334,4,2,Boxing Gloves,High,Teens,25,Increases balance,I did not enjoy Kickboxing.,Mixed
Running,Muscle Gain,83,378,9,5,Weights,Medium,Teens,30,Enhances muscle strength,Running was very satisfying!,Mixed
HIIT,Overall Fitness,68,220,6,5,Boxing Gloves,Low,Seniors,2,Promotes mental clarity,HIIT was very satisfying!,Flexibility
HIIT,Overall Fitness,59,368,9,4,None,High,Seniors,9,Enhances endurance,HIIT was very satisfying!,Strength
Walking,Mental Clarity,94,506,5,2,None,Low,Seniors,46,Aids in weight loss,I did not enjoy Walking.,Aerobic
HIIT,Cardiovascular Fitness,32,253,10,5,None,Low,Adults,32,Improves cardiovascular health,HIIT was very satisfying!,Mixed
Pilates,Cardiovascular Fitness,74,305,9,2,Weights,Medium,Teens,0,Promotes mental clarity,Pilates was very satisfying!,Balance
Dance,Flexibility,102,230,6,4,"Mat, Reformer",Low,Adults,5,Aids in weight loss,Dance was very satisfying!,Aerobic
Weight Lifting,Weight Loss,79,170,3,3,Yoga Mat,High,Adults,50,Enhances endurance,I did not enjoy Weight Lifting.,Mixed
HIIT,Flexibility,75,172,10,2,Climbing Gear,Medium,Seniors,12,Improves mood,HIIT was very satisfying!,Mixed
Pilates,Flexibility,67,403,3,5,Boxing Gloves,High,Seniors,2,Improves cardiovascular health,I did not enjoy Pilates.,Balance
Swimming,Weight Loss,27,235,10,5,Yoga Mat,Low,Seniors,16,Increases balance,Swimming was very satisfying!,Mixed
Meditation,Muscle Gain,102,328,4,3,None,Medium,Seniors,15,Increases balance,I did not enjoy Meditation.,Flexibility
Cycling,Weight Loss,43,295,5,4,"Mat, Reformer",Low,Adults,34,Promotes mental clarity,I did not enjoy Cycling.,Strength
Walking,Cardiovascular Fitness,39,588,10,1,None,Low,Adults,4,Boosts flexibility,Walking was very satisfying!,Flexibility
Swimming,Muscle Gain,94,284,7,2,Boxing Gloves,Low,Teens,19,Improves mood,Swimming was very satisfying!,Balance
Dance,Weight Loss,38,564,2,4,Climbing Gear,Low,Seniors,20,Increases balance,I did not enjoy Dance.,Balance
Running,Cardiovascular Fitness,103,281,1,1,Bicycle,High,Teens,25,Boosts flexibility,I did not enjoy Running.,Flexibility
HIIT,Overall Fitness,31,552,4,1,None,Low,Adults,14,Enhances muscle strength,I did not enjoy HIIT.,Balance
Walking,Overall Fitness,95,534,4,2,None,Low,Teens,43,Enhances muscle strength,I did not enjoy Walking.,Balance
Cycling,Flexibility,104,214,6,6,Weights,Low,Adults,2,Increases balance,Cycling was very satisfying!,Flexibility
Yoga,Muscle Gain,95,531,5,3,Boxing Gloves,High,Adults,27,Increases balance,I did not enjoy Yoga.,Strength
Cycling,Overall Fitness,42,277,3,5,"Mat, Reformer",Medium,Seniors,16,Enhances muscle strength,I did not enjoy Cycling.,Flexibility
Rock Climbing,Cardiovascular Fitness,20,248,8,5,Boxing Gloves,Low,Adults,2,Promotes mental clarity,Rock Climbing was very satisfying!,Strength
Yoga,Cardiovascular Fitness,29,366,10,4,Climbing Gear,Medium,Adults,24,Enhances muscle strength,Yoga was very satisfying!,Mixed
Running,Mental Clarity,85,340,3,3,"Mat, Reformer",Low,Teens,9,Improves mood,I did not enjoy Running.,Strength
Walking,Cardiovascular Fitness,89,251,2,6,None,Low,Teens,42,Improves mood,I did not enjoy Walking.,Strength
Meditation,Muscle Gain,81,212,3,2,None,Low,Adults,28,Aids in weight loss,I did not enjoy Meditation.,Mixed
Cycling,Cardiovascular Fitness,107,215,9,4,Weights,Medium,Seniors,37,Enhances muscle strength,Cycling was very satisfying!,Strength
Kickboxing,Cardiovascular Fitness,93,598,8,1,"Mat, Reformer",Low,Seniors,35,Aids in weight loss,Kickboxing was very satisfying!,Aerobic
Walking,Weight Loss,48,375,3,2,None,Medium,Adults,13,Aids in weight loss,I did not enjoy Walking.,Mixed
Kickboxing,Overall Fitness,80,414,8,1,None,Low,Seniors,38,Improves mood,Kickboxing was very satisfying!,Flexibility
Meditation,Weight Loss,22,442,4,4,None,Medium,Adults,25,Improves mood,I did not enjoy Meditation.,Mixed
Zumba,Overall Fitness,94,502,6,3,None,High,Teens,1,Increases balance,Zumba was very satisfying!,Mixed
Yoga,Mental Clarity,57,280,5,4,Swimming Costume,Low,Seniors,10,Improves cardiovascular health,I did not enjoy Yoga.,Aerobic
Cycling,Weight Loss,52,565,3,5,None,Low,Teens,47,Enhances endurance,I did not enjoy Cycling.,Mixed
Running,Muscle Gain,104,246,5,7,Bicycle,High,Seniors,7,Enhances muscle strength,I did not enjoy Running.,Mixed
HIIT,Muscle Gain,61,319,9,3,Bicycle,Medium,Teens,0,Improves cardiovascular health,HIIT was very satisfying!,Strength
HIIT,Muscle Gain,60,415,4,1,Bicycle,High,Adults,32,Enhances endurance,I did not enjoy HIIT.,Mixed
Yoga,Weight Loss,31,410,10,1,Swimming Costume,Low,Adults,33,Improves mood,Yoga was very satisfying!,Aerobic
HIIT,Overall Fitness,31,387,3,3,Climbing Gear,Medium,Adults,2,Increases balance,I did not enjoy HIIT.,Flexibility
Cycling,Weight Loss,77,377,1,5,Weights,Medium,Teens,49,Boosts flexibility,I did not enjoy Cycling.,Strength
Swimming,Cardiovascular Fitness,95,409,10,3,"Mat, Reformer",Low,Teens,2,Enhances muscle strength,Swimming was very satisfying!,Strength
Swimming,Mental Clarity,37,276,5,7,"Mat, Reformer",Medium,Adults,1,Enhances muscle strength,I did not enjoy Swimming.,Balance
Rock Climbing,Overall Fitness,79,516,1,7,Yoga Mat,Medium,Seniors,50,Improves cardiovascular health,I did not enjoy Rock Climbing.,Flexibility
Running,Flexibility,81,192,4,1,Swimming Costume,Low,Seniors,10,Enhances muscle strength,I did not enjoy Running.,Flexibility
Rock Climbing,Flexibility,61,223,7,1,None,Medium,Teens,31,Aids in weight loss,Rock Climbing was very satisfying!,Mixed
Walking,Weight Loss,79,232,4,5,None,High,Seniors,27,Improves cardiovascular health,I did not enjoy Walking.,Balance
Zumba,Weight Loss,51,195,7,6,Bicycle,High,Teens,12,Boosts flexibility,Zumba was very satisfying!,Balance
Kickboxing,Mental Clarity,78,537,4,5,"Mat, Reformer",Low,Teens,43,Aids in weight loss,I did not enjoy Kickboxing.,Strength
Cycling,Weight Loss,83,577,8,2,Yoga Mat,Medium,Teens,49,Improves mood,Cycling was very satisfying!,Balance
Kickboxing,Weight Loss,83,182,1,6,Bicycle,Low,Adults,31,Improves mood,I did not enjoy Kickboxing.,Aerobic
Weight Lifting,Muscle Gain,91,166,2,5,Swimming Costume,Low,Adults,29,Improves cardiovascular health,I did not enjoy Weight Lifting.,Strength
Dance,Flexibility,20,201,8,3,Yoga Mat,High,Adults,42,Improves mood,Dance was very satisfying!,Aerobic
Zumba,Mental Clarity,33,346,10,1,Bicycle,Medium,Adults,22,Improves mood,Zumba was very satisfying!,Flexibility
Rock Climbing,Overall Fitness,56,447,5,1,Weights,High,Seniors,25,Improves cardiovascular health,I did not enjoy Rock Climbing.,Strength
Walking,Muscle Gain,34,222,6,6,None,Medium,Seniors,1,Aids in weight loss,Walking was very satisfying!,Strength
Cycling,Mental Clarity,97,285,2,2,"Mat, Reformer",High,Seniors,24,Enhances muscle strength,I did not enjoy Cycling.,Flexibility
HIIT,Mental Clarity,103,309,7,1,"Mat, Reformer",High,Seniors,21,Improves cardiovascular health,HIIT was very satisfying!,Flexibility
Weight Lifting,Overall Fitness,61,358,4,2,Swimming Costume,Low,Adults,30,Improves cardiovascular health,I did not enjoy Weight Lifting.,Aerobic
Cycling,Muscle Gain,69,470,6,7,Yoga Mat,Medium,Seniors,32,Boosts flexibility,Cycling was very satisfying!,Flexibility
Cycling,Cardiovascular Fitness,91,176,10,1,Yoga Mat,Low,Teens,33,Increases balance,Cycling was very satisfying!,Aerobic
Pilates,Mental Clarity,42,539,5,7,Weights,High,Teens,29,Improves cardiovascular health,I did not enjoy Pilates.,Balance
Swimming,Overall Fitness,20,557,4,4,Weights,High,Teens,49,Enhances muscle strength,I did not enjoy Swimming.,Strength
Pilates,Mental Clarity,28,473,10,2,Boxing Gloves,High,Adults,12,Enhances muscle strength,Pilates was very satisfying!,Balance
Cycling,Muscle Gain,26,228,1,2,Weights,Medium,Seniors,0,Improves mood,I did not enjoy Cycling.,Flexibility
Dance,Weight Loss,28,522,8,4,Bicycle,Medium,Seniors,20,Enhances endurance,Dance was very satisfying!,Mixed
Cycling,Weight Loss,26,194,2,6,Weights,Low,Teens,7,Improves mood,I did not enjoy Cycling.,Mixed
Swimming,Mental Clarity,60,587,6,3,Boxing Gloves,Medium,Teens,18,Improves cardiovascular health,Swimming was very satisfying!,Flexibility
Running,Mental Clarity,38,387,4,2,Weights,High,Teens,11,Increases balance,I did not enjoy Running.,Balance
Walking,Weight Loss,37,235,7,3,None,High,Adults,10,Enhances muscle strength,Walking was very satisfying!,Aerobic
Dance,Overall Fitness,79,568,7,4,Swimming Costume,High,Seniors,27,Enhances endurance,Dance was very satisfying!,Mixed
Running,Cardiovascular Fitness,62,218,2,4,Climbing Gear,Medium,Adults,33,Boosts flexibility,I did not enjoy Running.,Aerobic
Pilates,Flexibility,99,401,9,5,Weights,Medium,Seniors,42,Promotes mental clarity,Pilates was very satisfying!,Aerobic
Meditation,Mental Clarity,22,386,3,2,None,Low,Adults,10,Increases balance,I did not enjoy Meditation.,Flexibility
Kickboxing,Flexibility,34,464,9,4,None,Low,Teens,14,Enhances muscle strength,Kickboxing was very satisfying!,Flexibility
Running,Muscle Gain,36,527,9,1,Climbing Gear,Low,Seniors,21,Aids in weight loss,Running was very satisfying!,Aerobic
Walking,Weight Loss,57,568,10,5,None,Low,Teens,2,Enhances endurance,Walking was very satisfying!,Aerobic
Kickboxing,Overall Fitness,33,553,10,3,Bicycle,High,Seniors,24,Enhances muscle strength,Kickboxing was very satisfying!,Aerobic
Cycling,Weight Loss,46,267,10,1,Bicycle,Medium,Adults,21,Increases balance,Cycling was very satisfying!,Balance
Cycling,Weight Loss,53,382,10,3,Swimming Costume,High,Adults,1,Improves mood,Cycling was very satisfying!,Flexibility
Dance,Muscle Gain,71,458,1,2,None,Medium,Adults,47,Enhances muscle strength,I did not enjoy Dance.,Strength
Pilates,Mental Clarity,21,181,5,1,Boxing Gloves,High,Adults,30,Improves mood,I did not enjoy Pilates.,Flexibility
Cycling,Cardiovascular Fitness,28,344,7,3,Boxing Gloves,High,Teens,36,Increases balance,Cycling was very satisfying!,Strength
Walking,Overall Fitness,34,209,3,7,None,Low,Seniors,18,Improves mood,I did not enjoy Walking.,Strength
Kickboxing,Flexibility,26,285,4,2,Boxing Gloves,Low,Adults,17,Increases balance,I did not enjoy Kickboxing.,Strength
Zumba,Overall Fitness,95,238,2,6,Weights,High,Adults,11,Enhances endurance,I did not enjoy Zumba.,Strength
Yoga,Cardiovascular Fitness,54,377,8,2,Weights,High,Teens,5,Increases balance,Yoga was very satisfying!,Flexibility
Walking,Muscle Gain,34,545,7,2,None,Medium,Adults,19,Boosts flexibility,Walking was very satisfying!,Flexibility
Cycling,Weight Loss,101,241,6,7,None,Medium,Adults,1,Enhances muscle strength,Cycling was very satisfying!,Flexibility
Rock Climbing,Cardiovascular Fitness,45,552,6,3,"Mat, Reformer",High,Adults,9,Enhances muscle strength,Rock Climbing was very satisfying!,Mixed
Swimming,Flexibility,120,322,5,4,Boxing Gloves,Low,Teens,29,Boosts flexibility,I did not enjoy Swimming.,Mixed
Walking,Overall Fitness,91,410,5,7,None,High,Teens,43,Increases balance,I did not enjoy Walking.,Aerobic
Yoga,Weight Loss,83,222,6,3,Bicycle,Low,Seniors,19,Boosts flexibility,Yoga was very satisfying!,Strength
Zumba,Overall Fitness,71,286,5,2,Yoga Mat,Medium,Teens,20,Enhances muscle strength,I did not enjoy Zumba.,Strength
Walking,Overall Fitness,64,179,6,3,None,Low,Adults,0,Improves mood,Walking was very satisfying!,Aerobic
Running,Weight Loss,102,428,10,5,None,High,Teens,26,Enhances endurance,Running was very satisfying!,Strength
HIIT,Cardiovascular Fitness,102,260,10,1,Yoga Mat,Medium,Seniors,16,Improves cardiovascular health,HIIT was very satisfying!,Mixed
Running,Weight Loss,95,536,5,1,"Mat, Reformer",Medium,Adults,48,Enhances muscle strength,I did not enjoy Running.,Mixed
Yoga,Mental Clarity,79,300,9,7,Swimming Costume,Medium,Adults,28,Enhances muscle strength,Yoga was very satisfying!,Aerobic
Walking,Flexibility,25,596,9,3,None,Low,Adults,23,Boosts flexibility,Walking was very satisfying!,Balance
Zumba,Flexibility,56,573,8,7,Swimming Costume,High,Seniors,25,Improves mood,Zumba was very satisfying!,Strength
HIIT,Mental Clarity,85,336,8,6,Swimming Costume,Low,Teens,15,Promotes mental clarity,HIIT was very satisfying!,Strength
Swimming,Overall Fitness,31,377,7,1,Weights,High,Seniors,49,Enhances muscle strength,Swimming was very satisfying!,Aerobic
Running,Weight Loss,85,244,4,5,Weights,Low,Seniors,27,Enhances muscle strength,I did not enjoy Running.,Strength
HIIT,Flexibility,109,433,8,1,Yoga Mat,Medium,Teens,12,Increases balance,HIIT was very satisfying!,Balance
HIIT,Flexibility,32,405,6,5,Weights,Low,Teens,0,Aids in weight loss,HIIT was very satisfying!,Strength
Running,Mental Clarity,50,420,3,6,Climbing Gear,Low,Adults,24,Improves cardiovascular health,I did not enjoy Running.,Flexibility
Weight Lifting,Flexibility,82,336,2,4,Climbing Gear,Low,Teens,27,Promotes mental clarity,I did not enjoy Weight Lifting.,Strength
Running,Flexibility,31,378,7,2,Yoga Mat,Low,Adults,19,Enhances muscle strength,Running was very satisfying!,Aerobic
HIIT,Flexibility,102,293,4,5,Weights,Medium,Adults,1,Improves cardiovascular health,I did not enjoy HIIT.,Mixed
Zumba,Weight Loss,65,365,9,3,Climbing Gear,High,Seniors,50,Enhances muscle strength,Zumba was very satisfying!,Strength
Cycling,Weight Loss,65,235,8,7,Yoga Mat,Low,Adults,9,Promotes mental clarity,Cycling was very satisfying!,Flexibility
Running,Muscle Gain,109,568,5,4,Weights,Medium,Teens,22,Enhances endurance,I did not enjoy Running.,Aerobic
Pilates,Muscle Gain,82,284,5,3,"Mat, Reformer",High,Teens,50,Improves cardiovascular health,I did not enjoy Pilates.,Aerobic
Meditation,Flexibility,72,568,5,4,None,Low,Seniors,49,Boosts flexibility,I did not enjoy Meditation.,Strength
Swimming,Cardiovascular Fitness,90,530,7,5,Bicycle,High,Seniors,19,Promotes mental clarity,Swimming was very satisfying!,Flexibility
Weight Lifting,Cardiovascular Fitness,116,258,3,3,Boxing Gloves,High,Seniors,37,Promotes mental clarity,I did not enjoy Weight Lifting.,Mixed
Pilates,Flexibility,55,225,9,5,Boxing Gloves,Medium,Seniors,12,Aids in weight loss,Pilates was very satisfying!,Aerobic
